UF;Nome_Município;COD IBGE;COD IBGE Completo;CATEGORIA
CE;Milagres;8302;2308302;2
CE;Milhã;8351;2308351;2
CE;Miraíma;8377;2308377;2
CE;Missão Velha;8401;2308401;2
CE;Mombaça;8500;2308500;2
CE;Monsenhor Tabosa;8609;2308609;0
CE;Morada Nova;8708;2308708;2
CE;Moraújo;8807;2308807;2
CE;Morrinhos;8906;2308906;0
CE;Mucambo;9003;2309003;2
CE;Mulungu;9102;2309102;2
CE;Nova Olinda;9201;2309201;0
CE;Nova Russas;9300;2309300;2
CE;Novo Oriente;9409;2309409;2
CE;Ocara;9458;2309458;2
CE;Orós;9508;2309508;3
CE;Pacajus;9607;2309607;3
CE;Pacatuba;9706;2309706;1
CE;Pacoti;9805;2309805;0
CE;Pacujá;9904;2309904;2
CE;Palhano;10001;2310001;0
CE;Palmácia;10100;2310100;0
CE;Paracuru;10209;2310209;3
CE;Paraipaba;10258;2310258;3
CE;Parambu;10308;2310308;3
CE;Paramoti;10407;2310407;2
CE;Pedra Branca;10506;2310506;0
CE;Penaforte;10605;2310605;2
CE;Pentecoste;10704;2310704;2
CE;Pereiro;10803;2310803;0
CE;Pindoretama;10852;2310852;2
CE;Piquet Carneiro;10902;2310902;0
CE;Pires Ferreira;10951;2310951;2
CE;Poranga;11009;2311009;0
CE;Porteiras;11108;2311108;2
CE;Potengi;11207;2311207;2
CE;Potiretama;11231;2311231;2
CE;Quiterianópolis;11264;2311264;2
CE;Quixadá;11306;2311306;3
CE;Quixelô;11355;2311355;2
CE;Quixeramobim;11405;2311405;2
CE;Quixeré;11504;2311504;0
CE;Redenção;11603;2311603;1
CE;Reriutaba;11702;2311702;2
CE;Russas;11801;2311801;2
CE;Saboeiro;11900;2311900;2
CE;Salitre;11959;2311959;0
CE;Santa Quitéria;12205;2312205;3
CE;Santana do Acaraú;12007;2312007;2
CE;Santana do Cariri;12106;2312106;0
CE;São Benedito;12304;2312304;0
CE;São Gonçalo do Amarante;12403;2312403;0
CE;São João do Jaguaribe;12502;2312502;2
CE;São Luís do Curu;12601;2312601;2
CE;Senador Pompeu;12700;2312700;3
CE;Senador Sá;12809;2312809;2
CE;Sobral;12908;2312908;1
CE;Solonópole;13005;2313005;3
CE;Tabuleiro do Norte;13104;2313104;3
CE;Tamboril;13203;2313203;2
CE;Tarrafas;13252;2313252;2
CE;Tauá;13302;2313302;2
CE;Tejuçuoca;13351;2313351;2
CE;Tianguá;13401;2313401;2
CE;Trairi;13500;2313500;2
CE;Tururu;13559;2313559;2
CE;Ubajara;13609;2313609;2
CE;Umari;13708;2313708;2
CE;Umirim;13757;2313757;2
CE;Uruburetama;13807;2313807;0
CE;Uruoca;13906;2313906;0
CE;Varjota;13955;2313955;2
CE;Várzea Alegre;14003;2314003;2
CE;Viçosa do Ceará;14102;2314102;2
DF;Brasília;108;5300108;3
ES;Afonso Cláudio;102;3200102;2
ES;Água Doce do Norte;169;3200169;2
ES;Águia Branca;136;3200136;2
ES;Alegre;201;3200201;1
ES;Alfredo Chaves;300;3200300;2
ES;Alto Rio Novo;359;3200359;1
ES;Anchieta;409;3200409;1
ES;Apiacá;508;3200508;2
ES;Aracruz;607;3200607;1
ES;Atílio Vivácqua;706;3200706;2
ES;Baixo Guandu;805;3200805;2
ES;Barra de São Francisco;904;3200904;2
ES;Boa Esperança;1001;3201001;2
ES;Bom Jesus do Norte;1100;3201100;2
ES;Brejetuba;1159;3201159;2
ES;Cachoeiro de Itapemirim;1209;3201209;1
ES;Cariacica;1308;3201308;2
ES;Castelo;1407;3201407;1
ES;Colatina;1506;3201506;2
ES;Conceição da Barra;1605;3201605;1
ES;Conceição do Castelo;1704;3201704;1
ES;Divino de São Lourenço;1803;3201803;2
ES;Domingos Martins;1902;3201902;3
ES;Dores do Rio Preto;2009;3202009;2
ES;Ecoporanga;2108;3202108;2
ES;Fundão;2207;3202207;2
ES;Governador Lindenberg;2256;3202256;2
ES;Guaçuí;2306;3202306;1
ES;Guarapari;2405;3202405;2
ES;Ibatiba;2454;3202454;3
ES;Ibiraçu;2504;3202504;2
ES;Ibitirama;2553;3202553;2
ES;Iconha;2603;3202603;1
ES;Irupi;2652;3202652;2
ES;Itaguaçu;2702;3202702;2
ES;Itapemirim;2801;3202801;2
ES;Itarana;2900;3202900;2
ES;Iúna;3007;3203007;2
ES;Jaguaré;3056;3203056;2
ES;Jerônimo Monteiro;3106;3203106;2
ES;João Neiva;3130;3203130;2
ES;Laranja da Terra;3163;3203163;2
ES;Linhares;3205;3203205;3
ES;Mantenópolis;3304;3203304;2
ES;Marataízes;3320;3203320;1
ES;Marechal Floriano;3346;3203346;2
ES;Marilândia;3353;3203353;2
ES;Mimoso do Sul;3403;3203403;1
ES;Montanha;3502;3203502;1
ES;Mucurici;3601;3203601;2
ES;Muniz Freire;3700;3203700;2
ES;Muqui;3809;3203809;3
ES;Nova Venécia;3908;3203908;1
ES;Pancas;4005;3204005;2
ES;Pedro Canário;4054;3204054;1
ES;Pinheiros;4104;3204104;2
ES;Piúma;4203;3204203;2
ES;Ponto Belo;4252;3204252;2
ES;Presidente Kennedy;4302;3204302;2
ES;Rio Bananal;4351;3204351;2
ES;Rio Novo do Sul;4401;3204401;2
ES;Santa Leopoldina;4500;3204500;2
ES;Santa Maria de Jetibá;4559;3204559;3
ES;Santa Teresa;4609;3204609;2
ES;São Domingos do Norte;4658;3204658;2
ES;São Gabriel da Palha;4708;3204708;3
ES;São José do Calçado;4807;3204807;2
ES;São Mateus;4906;3204906;2
ES;São Roque do Canaã;4955;3204955;2
ES;Serra;5002;3205002;1
ES;Sooretama;5010;3205010;2
ES;Vargem Alta;5036;3205036;1
ES;Venda Nova do Imigrante;5069;3205069;1
ES;Viana;5101;3205101;2
ES;Vila Pavão;5150;3205150;2
ES;Vila Valério;5176;3205176;2
ES;Vila Velha;5200;3205200;1
ES;Vitória;5309;3205309;2
GO;Abadia de Goiás;50;5200050;3
GO;Abadiânia;100;5200100;3
GO;Acreúna;134;5200134;3
GO;Adelândia;159;5200159;3
GO;Água Fria de Goiás;175;5200175;3
GO;Água Limpa;209;5200209;3
GO;Águas Lindas de Goiás;258;5200258;2
GO;Alexânia;308;5200308;2
GO;Aloândia;506;5200506;3
GO;Alto Horizonte;555;5200555;3
GO;Alto Paraíso de Goiás;605;5200605;3
GO;Alvorada do Norte;803;5200803;3
GO;Amaralina;829;5200829;3
GO;Americano do Brasil;852;5200852;3
GO;Amorinópolis;902;5200902;3
GO;Anápolis;1108;5201108;3
GO;Anhanguera;1207;5201207;2
GO;Anicuns;1306;5201306;2
GO;Aparecida de Goiânia;1405;5201405;3
GO;Aparecida do Rio Doce;1454;5201454;3
GO;Aporé;1504;5201504;3
GO;Araçu;1603;5201603;3
GO;Aragarças;1702;5201702;3
GO;Aragoiânia;1801;5201801;3
GO;Araguapaz;2155;5202155;3
GO;Arenópolis;2353;5202353;3
GO;Aruanã;2502;5202502;3
GO;Aurilândia;2601;5202601;3
GO;Avelinópolis;2809;5202809;3
GO;Baliza;3104;5203104;3
GO;Barro Alto;3203;5203203;3
GO;Bela Vista de Goiás;3302;5203302;3
GO;Bom Jardim de Goiás;3401;5203401;3
GO;Bom Jesus de Goiás;3500;5203500;3
GO;Bonfinópolis;3559;5203559;3
GO;Bonópolis;3575;5203575;3
GO;Brazabrantes;3609;5203609;3
GO;Britânia;3807;5203807;2
GO;Buriti Alegre;3906;5203906;3
GO;Buriti de Goiás;3939;5203939;3
GO;Buritinópolis;3962;5203962;3
GO;Cabeceiras;4003;5204003;2
GO;Cachoeira Alta;4102;5204102;2
GO;Cachoeira de Goiás;4201;5204201;2
GO;Cachoeira Dourada;4250;5204250;2
GO;Caçu;4300;5204300;3
GO;Caiapônia;4409;5204409;3
GO;Caldas Novas;4508;5204508;2
GO;Caldazinha;4557;5204557;3
GO;Campestre de Goiás;4607;5204607;3
GO;Campinaçu;4656;5204656;3
GO;Campinorte;4706;5204706;3
GO;Campo Alegre de Goiás;4805;5204805;3
GO;Campo Limpo de Goiás;4854;5204854;3
GO;Campos Belos;4904;5204904;3
GO;Campos Verdes;4953;5204953;3
GO;Carmo do Rio Verde;5000;5205000;3
GO;Castelândia;5059;5205059;3
GO;Catalão;5109;5205109;3
GO;Caturaí;5208;5205208;2
GO;Cavalcante;5307;5205307;2
GO;Ceres;5406;5205406;3
GO;Cezarina;5455;5205455;2
GO;Chapadão do Céu;5471;5205471;2
GO;Cidade Ocidental;5497;5205497;3
GO;Cocalzinho de Goiás;5513;5205513;3
GO;Colinas do Sul;5521;5205521;3
GO;Córrego do Ouro;5703;5205703;3
GO;Corumbá de Goiás;5802;5205802;2
GO;Corumbaíba;5901;5205901;3
GO;Cristalina;6206;5206206;2
GO;Cristianópolis;6305;5206305;2
GO;Crixás;6404;5206404;3
GO;Cromínia;6503;5206503;3
GO;Cumari;6602;5206602;3
GO;Damianópolis;6701;5206701;3
GO;Damolândia;6800;5206800;3
GO;Davinópolis;6909;5206909;3
GO;Diorama;7105;5207105;3
GO;Divinópolis de Goiás;8301;5208301;3
GO;Doverlândia;7253;5207253;3
GO;Edealina;7352;5207352;3
GO;Edéia;7402;5207402;3
GO;Estrela do Norte;7501;5207501;3
GO;Faina;7535;5207535;3
GO;Fazenda Nova;7600;5207600;3
GO;Firminópolis;7808;5207808;3
GO;Flores de Goiás;7907;5207907;2
GO;Formosa;8004;5208004;2
GO;Formoso;8103;5208103;3
GO;Gameleira de Goiás;8152;5208152;3
GO;Goianápolis;8400;5208400;3
GO;Goiandira;8509;5208509;3
GO;Goianésia;8608;5208608;2
GO;Goiânia;8707;5208707;2
GO;Goianira;8806;5208806;2
GO;Goiás;8905;5208905;0
GO;Goiatuba;9101;5209101;3
GO;Gouvelândia;9150;5209150;3
GO;Guapó;9200;5209200;2
GO;Guaraíta;9291;5209291;2
GO;Guarani de Goiás;9408;5209408;3
GO;Guarinos;9457;5209457;3
GO;Heitoraí;9606;5209606;2
GO;Hidrolândia;9705;5209705;2
GO;Hidrolina;9804;5209804;3
GO;Iaciara;9903;5209903;2
GO;Inaciolândia;9937;5209937;3
GO;Indiara;9952;5209952;2
GO;Inhumas;10000;5210000;3
GO;Ipameri;10109;5210109;3
GO;Ipiranga de Goiás;10158;5210158;3
GO;Iporá;10208;5210208;2
GO;Israelândia;10307;5210307;2
GO;Itaberaí;10406;5210406;2
GO;Itaguari;10562;5210562;3
GO;Itaguaru;10604;5210604;3
GO;Itajá;10802;5210802;3
GO;Itapaci;10901;5210901;2
GO;Itapirapuã;11008;5211008;3
GO;Itapuranga;11206;5211206;0
GO;Itarumã;11305;5211305;3
GO;Itauçu;11404;5211404;2
GO;Itumbiara;11503;5211503;2
GO;Ivolândia;11602;5211602;2
GO;Jandaia;11701;5211701;3
GO;Jaraguá;11800;5211800;2
GO;Jataí;11909;5211909;2
GO;Jaupaci;12006;5212006;2
GO;Jesúpolis;12055;5212055;3
GO;Joviânia;12105;5212105;3
GO;Jussara;12204;5212204;3
GO;Lagoa Santa;12253;5212253;3
GO;Leopoldo de Bulhões;12303;5212303;3
GO;Luziânia;12501;5212501;3
GO;Mairipotaba;12600;5212600;3
GO;Mambaí;12709;5212709;3
GO;Mara Rosa;12808;5212808;3
GO;Marzagão;12907;5212907;3
GO;Matrinchã;12956;5212956;3
GO;Maurilândia;13004;5213004;3
GO;Mimoso de Goiás;13053;5213053;3
GO;Minaçu;13087;5213087;3
GO;Mineiros;13103;5213103;2
GO;Moiporá;13400;5213400;3
GO;Monte Alegre de Goiás;13509;5213509;3
GO;Montes Claros de Goiás;13707;5213707;3
GO;Montividiu;13756;5213756;3
GO;Montividiu do Norte;13772;5213772;3
GO;Morrinhos;13806;5213806;3
GO;Morro Agudo de Goiás;13855;5213855;3
GO;Mossâmedes;13905;5213905;3
GO;Mozarlândia;14002;5214002;3
GO;Mundo Novo;14051;5214051;3
GO;Mutunópolis;14101;5214101;3
GO;Nazário;14408;5214408;3
GO;Nerópolis;14507;5214507;3
GO;Niquelândia;14606;5214606;3
GO;Nova América;14705;5214705;3
GO;Nova Aurora;14804;5214804;3
GO;Nova Crixás;14838;5214838;3
GO;Nova Glória;14861;5214861;3
GO;Nova Iguaçu de Goiás;14879;5214879;3
GO;Nova Roma;14903;5214903;3
GO;Nova Veneza;15009;5215009;3
GO;Novo Brasil;15207;5215207;3
GO;Novo Gama;15231;5215231;3
GO;Novo Planalto;15256;5215256;3
GO;Orizona;15306;5215306;3
GO;Ouro Verde de Goiás;15405;5215405;3
GO;Ouvidor;15504;5215504;3
GO;Padre Bernardo;15603;5215603;3
GO;Palestina de Goiás;15652;5215652;3
GO;Palmeiras de Goiás;15702;5215702;3
GO;Palmelo;15801;5215801;2
GO;Palminópolis;15900;5215900;3
GO;Panamá;16007;5216007;3
GO;Paranaiguara;16304;5216304;3
GO;Paraúna;16403;5216403;3
GO;Perolândia;16452;5216452;3
GO;Petrolina de Goiás;16809;5216809;2
GO;Pilar de Goiás;16908;5216908;2
GO;Piracanjuba;17104;5217104;2
GO;Piranhas;17203;5217203;3
GO;Pirenópolis;17302;5217302;3
GO;Pires do Rio;17401;5217401;3
GO;Planaltina;17609;5217609;2
GO;Pontalina;17708;5217708;3
GO;Porangatu;18003;5218003;3
GO;Porteirão;18052;5218052;3
GO;Portelândia;18102;5218102;3
GO;Posse;18300;5218300;3
GO;Professor Jamil;18391;5218391;0
GO;Quirinópolis;18508;5218508;3
GO;Rialma;18607;5218607;3
GO;Rianápolis;18706;5218706;3
GO;Rio Quente;18789;5218789;3
GO;Rio Verde;18805;5218805;3
GO;Rubiataba;18904;5218904;3
GO;Sanclerlândia;19001;5219001;3
GO;Santa Bárbara de Goiás;19100;5219100;3
GO;Santa Cruz de Goiás;19209;5219209;3
GO;Santa Fé de Goiás;19258;5219258;3
GO;Santa Helena de Goiás;19308;5219308;3
GO;Santa Isabel;19357;5219357;3
GO;Santa Rita do Araguaia;19407;5219407;3
GO;Santa Rita do Novo Destino;19456;5219456;3
GO;Santa Rosa de Goiás;19506;5219506;3
GO;Santa Tereza de Goiás;19605;5219605;3
GO;Santa Terezinha de Goiás;19704;5219704;3
GO;Santo Antônio da Barra;19712;5219712;3
GO;Santo Antônio de Goiás;19738;5219738;3
GO;Santo Antônio do Descoberto;19753;5219753;3
GO;São Domingos;19803;5219803;3
GO;São Francisco de Goiás;19902;5219902;2
GO;São João da Paraúna;20058;5220058;3
GO;São João d'Aliança;20009;5220009;3
GO;São Luís de Montes Belos;20108;5220108;3
GO;São Luiz do Norte;20157;5220157;3
GO;São Miguel do Araguaia;20207;5220207;3
GO;São Miguel do Passa Quatro;20264;5220264;3
GO;São Patrício;20280;5220280;3
GO;São Simão;20405;5220405;3
GO;Senador Canedo;20454;5220454;3
GO;Serranópolis;20504;5220504;3
GO;Silvânia;20603;5220603;3
GO;Simolândia;20686;5220686;3
GO;Sítio d'Abadia;20702;5220702;3
GO;Taquaral de Goiás;21007;5221007;3
GO;Teresina de Goiás;21080;5221080;3
GO;Terezópolis de Goiás;21197;5221197;3
GO;Três Ranchos;21304;5221304;3
GO;Trindade;21403;5221403;2
GO;Trombas;21452;5221452;3
GO;Turvânia;21502;5221502;2
GO;Turvelândia;21551;5221551;3
GO;Uirapuru;21577;5221577;2
GO;Uruaçu;21601;5221601;2
GO;Uruana;21700;5221700;2
GO;Urutaí;21809;5221809;3
GO;Valparaíso de Goiás;21858;5221858;2
GO;Varjão;21908;5221908;3
GO;Vianópolis;22005;5222005;3
GO;Vicentinópolis;22054;5222054;3
GO;Vila Boa;22203;5222203;3
GO;Vila Propício;22302;5222302;3
MA;Açailândia;55;2100055;2
MA;Afonso Cunha;105;2100105;3
MA;Água Doce do Maranhão;154;2100154;3
MA;Alcântara;204;2100204;2
MA;Aldeias Altas;303;2100303;2
MA;Altamira do Maranhão;402;2100402;2
MA;Alto Alegre do Maranhão;436;2100436;2
MA;Alto Alegre do Pindaré;477;2100477;2
MA;Alto Parnaíba;501;2100501;2
MA;Amapá do Maranhão;550;2100550;3
MA;Amarante do Maranhão;600;2100600;2
MA;Anajatuba;709;2100709;2
MA;Anapurus;808;2100808;2
MA;Apicum-Açu;832;2100832;3
MA;Araguanã;873;2100873;3
MA;Araioses;907;2100907;3
MA;Arame;956;2100956;2
MA;Arari;1004;2101004;2
MA;Axixá;1103;2101103;1
MA;Bacabal;1202;2101202;1
MA;Bacabeira;1251;2101251;1
MA;Bacuri;1301;2101301;3
MA;Bacurituba;1350;2101350;2
MA;Balsas;1400;2101400;2
MA;Barão de Grajaú;1509;2101509;2
MA;Barra do Corda;1608;2101608;2
MA;Barreirinhas;1707;2101707;2
MA;Bela Vista do Maranhão;1772;2101772;3
MA;Belágua;1731;2101731;1
MA;Benedito Leite;1806;2101806;2
MA;Bequimão;1905;2101905;2
MA;Bernardo do Mearim;1939;2101939;3
MA;Boa Vista do Gurupi;1970;2101970;3
MA;Bom Jardim;2002;2102002;3
MA;Bom Jesus das Selvas;2036;2102036;2
MA;Bom Lugar;2077;2102077;2
MA;Brejo;2101;2102101;0
MA;Brejo de Areia;2150;2102150;3
MA;Buriti;2200;2102200;2
MA;Buriti Bravo;2309;2102309;2
MA;Buriticupu;2325;2102325;2
MA;Buritirana;2358;2102358;1
MA;Cachoeira Grande;2374;2102374;3
MA;Cajapió;2408;2102408;2
MA;Cajari;2507;2102507;2
MA;Campestre do Maranhão;2556;2102556;2
MA;Cândido Mendes;2606;2102606;3
MA;Cantanhede;2705;2102705;2
MA;Capinzal do Norte;2754;2102754;2
MA;Carolina;2804;2102804;2
MA;Carutapera;2903;2102903;3
MA;Caxias;3000;2103000;2
MA;Cedral;3109;2103109;2
MA;Central do Maranhão;3125;2103125;2
MA;Centro do Guilherme;3158;2103158;3
MA;Centro Novo do Maranhão;3174;2103174;2
MA;Chapadinha;3208;2103208;2
MA;Cidelândia;3257;2103257;2
MA;Codó;3307;2103307;0
MA;Coelho Neto;3406;2103406;2
MA;Colinas;3505;2103505;2
MA;Conceição do Lago-Açu;3554;2103554;3
MA;Coroatá;3604;2103604;2
MA;Cururupu;3703;2103703;2
MA;Davinópolis;3752;2103752;1
MA;Dom Pedro;3802;2103802;2
MA;Duque Bacelar;3901;2103901;1
MA;Esperantinópolis;4008;2104008;2
MA;Estreito;4057;2104057;1
MA;Feira Nova do Maranhão;4073;2104073;2
MA;Fernando Falcão;4081;2104081;3
MA;Formosa da Serra Negra;4099;2104099;1
MA;Fortaleza dos Nogueiras;4107;2104107;3
MA;Fortuna;4206;2104206;3
MA;Godofredo Viana;4305;2104305;2
MA;Gonçalves Dias;4404;2104404;1
MA;Governador Archer;4503;2104503;2
MA;Governador Edison Lobão;4552;2104552;2
MA;Governador Eugênio Barros;4602;2104602;2
MA;Governador Luiz Rocha;4628;2104628;2
MA;Governador Newton Bello;4651;2104651;2
MA;Governador Nunes Freire;4677;2104677;3
MA;Graça Aranha;4701;2104701;3
MA;Grajaú;4800;2104800;2
MA;Guimarães;4909;2104909;2
MA;Humberto de Campos;5005;2105005;3
MA;Icatu;5104;2105104;2
MA;Igarapé do Meio;5153;2105153;3
MA;Igarapé Grande;5203;2105203;3
MA;Imperatriz;5302;2105302;2
MA;Itaipava do Grajaú;5351;2105351;3
MA;Itapecuru Mirim;5401;2105401;2
MA;Itinga do Maranhão;5427;2105427;2
MA;Jatobá;5450;2105450;2
MA;Jenipapo dos Vieiras;5476;2105476;3
MA;João Lisboa;5500;2105500;2
MA;Joselândia;5609;2105609;2
MA;Junco do Maranhão;5658;2105658;2
MA;Lago da Pedra;5708;2105708;2
MA;Lago do Junco;5807;2105807;2
MA;Lago dos Rodrigues;5948;2105948;2
MA;Lago Verde;5906;2105906;2
MA;Lagoa do Mato;5922;2105922;2
MA;Lagoa Grande do Maranhão;5963;2105963;2
MA;Lajeado Novo;5989;2105989;3
MA;Lima Campos;6003;2106003;3
MA;Loreto;6102;2106102;1
MA;Luís Domingues;6201;2106201;2
MA;Magalhães de Almeida;6300;2106300;3
MA;Maracaçumé;6326;2106326;3
MA;Marajá do Sena;6359;2106359;2
MA;Maranhãozinho;6375;2106375;2
MA;Mata Roma;6409;2106409;3
MA;Matinha;6508;2106508;2
MA;Matões;6607;2106607;3
MA;Matões do Norte;6631;2106631;2
MA;Milagres do Maranhão;6672;2106672;3
MA;Mirador;6706;2106706;2
MA;Miranda do Norte;6755;2106755;3
MA;Mirinzal;6805;2106805;2
MA;Monção;6904;2106904;3
MA;Montes Altos;7001;2107001;2
MA;Morros;7100;2107100;3
MA;Nina Rodrigues;7209;2107209;1
MA;Nova Colinas;7258;2107258;2
MA;Nova Iorque;7308;2107308;2
MA;Nova Olinda do Maranhão;7357;2107357;1
MA;Olho d'Água das Cunhãs;7407;2107407;2
MA;Olinda Nova do Maranhão;7456;2107456;3
MA;Paço do Lumiar;7506;2107506;2
MA;Palmeirândia;7605;2107605;1
MA;Paraibano;7704;2107704;2
MA;Parnarama;7803;2107803;2
MA;Passagem Franca;7902;2107902;2
MA;Pastos Bons;8009;2108009;2
MA;Paulino Neves;8058;2108058;3
MA;Paulo Ramos;8108;2108108;2
MA;Pedreiras;8207;2108207;1
MA;Pedro do Rosário;8256;2108256;2
MA;Penalva;8306;2108306;2
MA;Peri Mirim;8405;2108405;2
MA;Peritoró;8454;2108454;2
MA;Pindaré-Mirim;8504;2108504;1
MA;Pinheiro;8603;2108603;2
MA;Pio XII;8702;2108702;2
MA;Pirapemas;8801;2108801;3
MA;Poção de Pedras;8900;2108900;2
MA;Porto Franco;9007;2109007;1
MA;Porto Rico do Maranhão;9056;2109056;3
MA;Presidente Dutra;9106;2109106;2
MA;Presidente Juscelino;9205;2109205;3
MA;Presidente Médici;9239;2109239;2
MA;Presidente Sarney;9270;2109270;3
MA;Presidente Vargas;9304;2109304;2
MA;Primeira Cruz;9403;2109403;1
MA;Raposa;9452;2109452;3
MA;Riachão;9502;2109502;1
MA;Ribamar Fiquene;9551;2109551;2
MA;Rosário;9601;2109601;2
MA;Sambaíba;9700;2109700;2
MA;Santa Filomena do Maranhão;9759;2109759;3
MA;Santa Helena;9809;2109809;2
MA;Santa Inês;9908;2109908;2
MA;Santa Luzia;10005;2110005;2
MA;Santa Luzia do Paruá;10039;2110039;2
MA;Santa Quitéria do Maranhão;10104;2110104;2
MA;Santa Rita;10203;2110203;1
MA;Santana do Maranhão;10237;2110237;1
MA;Santo Amaro do Maranhão;10278;2110278;2
MA;Santo Antônio dos Lopes;10302;2110302;2
MA;São Benedito do Rio Preto;10401;2110401;2
MA;São Bento;10500;2110500;2
MA;São Bernardo;10609;2110609;3
MA;São Domingos do Azeitão;10658;2110658;2
MA;São Domingos do Maranhão;10708;2110708;2
MA;São Félix de Balsas;10807;2110807;2
MA;São Francisco do Brejão;10856;2110856;2
MA;São Francisco do Maranhão;10906;2110906;2
MA;São João Batista;11003;2111003;2
MA;São João do Carú;11029;2111029;3
MA;São João do Paraíso;11052;2111052;2
MA;São João do Soter;11078;2111078;1
MA;São João dos Patos;11102;2111102;2
MA;São José de Ribamar;11201;2111201;1
MA;São José dos Basílios;11250;2111250;2
MA;São Luís;11300;2111300;3
MA;São Luís Gonzaga do Maranhão;11409;2111409;2
MA;São Mateus do Maranhão;11508;2111508;2
MA;São Pedro da Água Branca;11532;2111532;1
MA;São Pedro dos Crentes;11573;2111573;3
MA;São Raimundo das Mangabeiras;11607;2111607;2
MA;São Raimundo do Doca Bezerra;11631;2111631;2
MA;São Roberto;11672;2111672;2
MA;São Vicente Ferrer;11706;2111706;2
MA;Satubinha;11722;2111722;2
MA;Senador Alexandre Costa;11748;2111748;2
MA;Senador La Rocque;11763;2111763;1
MA;Serrano do Maranhão;11789;2111789;2
MA;Sítio Novo;11805;2111805;2
MA;Sucupira do Norte;11904;2111904;2
MA;Sucupira do Riachão;11953;2111953;2
MA;Tasso Fragoso;12001;2112001;2
MA;Timbiras;12100;2112100;2
MA;Timon;12209;2112209;2
MA;Trizidela do Vale;12233;2112233;1
MA;Tufilândia;12274;2112274;2
MA;Tuntum;12308;2112308;1
MA;Turiaçu;12407;2112407;2
MA;Turilândia;12456;2112456;2
MA;Tutóia;12506;2112506;3
MA;Urbano Santos;12605;2112605;1
MA;Vargem Grande;12704;2112704;2
MA;Viana;12803;2112803;2
MA;Vila Nova dos Martírios;12852;2112852;2
MA;Vitória do Mearim;12902;2112902;3
MA;Vitorino Freire;13009;2113009;3
MA;Zé Doca;14007;2114007;2
MG;Abadia dos Dourados;104;3100104;2
MG;Abaeté;203;3100203;2
MG;Abre Campo;302;3100302;2
MG;Acaiaca;401;3100401;2
MG;Açucena;500;3100500;2
MG;Água Boa;609;3100609;2
MG;Água Comprida;708;3100708;2
MG;Aguanil;807;3100807;2
MG;Águas Formosas;906;3100906;2
MG;Águas Vermelhas;1003;3101003;2
MG;Aimorés;1102;3101102;2
MG;Aiuruoca;1201;3101201;2
MG;Alagoa;1300;3101300;2
MG;Albertina;1409;3101409;2
MG;Além Paraíba;1508;3101508;2
MG;Alfenas;1607;3101607;0
MG;Alfredo Vasconcelos;1631;3101631;2
MG;Almenara;1706;3101706;0
MG;Alpercata;1805;3101805;2
MG;Alpinópolis;1904;3101904;3
MG;Alterosa;2001;3102001;2
MG;Alto Caparaó;2050;3102050;2
MG;Alto Jequitibá;53509;3153509;2
MG;Alto Rio Doce;2100;3102100;2
MG;Alvarenga;2209;3102209;0
MG;Alvinópolis;2308;3102308;0
MG;Alvorada de Minas;2407;3102407;2
MG;Amparo do Serra;2506;3102506;2
MG;Andradas;2605;3102605;2
MG;Andrelândia;2803;3102803;2
MG;Angelândia;2852;3102852;2
MG;Antônio Carlos;2902;3102902;2
MG;Antônio Dias;3009;3103009;2
MG;Antônio Prado de Minas;3108;3103108;2
MG;Araçaí;3207;3103207;2
MG;Aracitaba;3306;3103306;2
MG;Araçuaí;3405;3103405;2
MG;Araguari;3504;3103504;2
MG;Arantina;3603;3103603;2
MG;Araponga;3702;3103702;2
MG;Araporã;3751;3103751;1
MG;Arapuá;3801;3103801;2
MG;Araújos;3900;3103900;1
MG;Araxá;4007;3104007;2
MG;Arceburgo;4106;3104106;2
MG;Arcos;4205;3104205;2
MG;Areado;4304;3104304;2
MG;Argirita;4403;3104403;2
MG;Aricanduva;4452;3104452;2
MG;Arinos;4502;3104502;1
MG;Astolfo Dutra;4601;3104601;2
MG;Ataléia;4700;3104700;1
MG;Augusto de Lima;4809;3104809;2
MG;Baependi;4908;3104908;3
MG;Baldim;5004;3105004;2
MG;Bambuí;5103;3105103;2
MG;Bandeira;5202;3105202;1
MG;Bandeira do Sul;5301;3105301;2
MG;Barão de Cocais;5400;3105400;2
MG;Barão do Monte Alto;5509;3105509;2
MG;Barbacena;5608;3105608;1
